Recipient.Organization,deliverychannels
Centers for Disease Control Foundation,NGOs and CSOs
Centre de Support en SantÈ Internationale,NGOs and CSOs
NetHope,NGOs and CSOs
International Renaissance Foundation,NGOs and CSOs
John Hopkins Center for Communication Programs,NGOs and CSOs
Light for the World,NGOs and CSOs
Metta Development Foundation,NGOs and CSOs
Innovative Humanitarian Solutions,NGOs and CSOs
German Doctors e.V.,NGOs and CSOs
Medicus Mundi,NGOs and CSOs
Instituto Dominicano de Desarrollo Integral,NGOs and CSOs
Protecting Through Education,NGOs and CSOs
Global Network for Disaster Reduction,NGOs and CSOs
World Neighbors,NGOs and CSOs
Centro de Estudios y Prevencion de Desastres,NGOs and CSOs
Women's Refugee Commission,NGOs and CSOs
Internews,NGOs and CSOs
A.I.M.E! International e.V. (Deutschland),NGOs and CSOs
Urgence SolidaritÈ Syrie,NGOs and CSOs
VENRO,NGOs and CSOs
Rebuild and Relief International NGO gGmbH,NGOs and CSOs
Siriri,NGOs and CSOs
Africa Development Corps,NGOs and CSOs
Emergency ONG,NGOs and CSOs
Associazione Internazionale Volontari Laici,NGOs and CSOs
International Rice Research Institute,NGOs and CSOs
Health Communication Capacity Collaborative,NGOs and CSOs
International Network for Environmental Management,NGOs and CSOs
Buddhist Tzu Chi Foundation,NGOs and CSOs
German Toilet Organization e.V.,NGOs and CSOs
Association pour le dÈveloppement social et la sauvegarde de líenvironnement,NGOs and CSOs
Famine Early Warning Sytem,NGOs and CSOs
International Centre for Migration Policy Development,NGOs and CSOs
Hungarian Charity Organization of the Order of Malta,NGOs and CSOs
Hungarian Hydrology Association,NGOs and CSOs
Aweil Relief Agency for Reintegration and Development,NGOs and CSOs
Global Human Rights Defence,NGOs and CSOs
Philippine Jesuit Foundation,NGOs and CSOs
Noon Charity Organization,NGOs and CSOs
Millennium Promise Japan,NGOs and CSOs
Universal Rights Group,NGOs and CSOs
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,NGOs and CSOs
Atlas Alliance,NGOs and CSOs
Demos Institute,NGOs and CSOs
Center for Applied Linguistics,NGOs and CSOs
Buddhistforbundet,NGOs and CSOs
Cairo Institute for Human Rights Studies,NGOs and CSOs
Masar,NGOs and CSOs
Lebanese Institute for Democracy and Human Rights,NGOs and CSOs
Community Media Network,NGOs and CSOs
Framtiden i vÂre hender,NGOs and CSOs
La AsociaciÛn Minga,NGOs and CSOs
Civic Coalition for Palestinian Rights in Jerusalem,NGOs and CSOs
Plan Liberia,NGOs and CSOs
AsociaciÛn SalvadoreÒa de Ayuda Humanitaria,NGOs and CSOs
Medshare,NGOs and CSOs
Jubbalandese Charity Centre,NGOs and CSOs
Women's Education Partnership,NGOs and CSOs
BBC Media Action,NGOs and CSOs
"Organization for Refuge, Asylum and Migration",NGOs and CSOs
Asylum Access,NGOs and CSOs
National Federation of UNESCO Association in Japan,NGOs and CSOs
ACT Alliance / Lutheran World Federation Nepal,NGOs and CSOs
Makassed Philanthropic Islamic Association of Beirut,NGOs and CSOs
ACT Alliance / National Council of Churches of Kenya,NGOs and CSOs
Refugee Consortium of Kenya,NGOs and CSOs
Palestinian Farmers Association,NGOs and CSOs
InformAction,NGOs and CSOs
Child Rights Connect,NGOs and CSOs
Crisis Action,NGOs and CSOs
Business & Human Rights Resource Centre,NGOs and CSOs
Near East Council of Churches in Gaza,NGOs and CSOs
Civi Development Organization,NGOs and CSOs
Rockefeller Foundation,NGOs and CSOs
EMERGENCY - Life Support for Civilian War Victims ONG Onlus,NGOs and CSOs
World Vision Vanuatu,NGOs and CSOs
Street Children Aid,NGOs and CSOs
"FundaciÛn Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",NGOs and CSOs
CARE Nepal,NGOs and CSOs
South Sudan Development Agency,NGOs and CSOs
Start Fund,NGOs and CSOs
DIGNI,NGOs and CSOs
Impact Health Organization,NGOs and CSOs
Lacha Community and Economic Development,NGOs and CSOs
Health Link South Sudan,NGOs and CSOs
Professionals in Humanitarian Assistance and Protection,NGOs and CSOs
Health Equity Initiatives Sdn Bhd,NGOs and CSOs
Parlement des Jeunes Rwandais,NGOs and CSOs
International Eurasia Press Fund,NGOs and CSOs
Heifer International,NGOs and CSOs
Christian Children's Fund of Canada,NGOs and CSOs
Pearl of Africa Environment,NGOs and CSOs
Aktion Afrika Hilfe,NGOs and CSOs
One Step Further,NGOs and CSOs
Care for Children and Old Age in South Sudan,NGOs and CSOs
Standard Action Liaison Focus,NGOs and CSOs
GFZ German Research Centre,NGOs and CSOs
Lutherian World Fund,NGOs and CSOs
Stiftung KARIBU Kinderhilfe,NGOs and CSOs
Somalia Resilience Program,NGOs and CSOs
Norwegian Capacity,NGOs and CSOs
Association Agropastorale de NDA,NGOs and CSOs
Real Medicine Foundation,NGOs and CSOs
Action for Peace and Sustainable Development,NGOs and CSOs
Support to Life,NGOs and CSOs
Abdel Mohsen Qattan Foundation,NGOs and CSOs
Tahaddi & Apprentis d'Auteuils,NGOs and CSOs
"Institute for Development, Research, Advocacy and Applied Care",NGOs and CSOs
European Meeting Centre - Nowy Staw Foundation,NGOs and CSOs
Humanitarian Quality Assurance Initiative,NGOs and CSOs
Hujra Village Support Organization,NGOs and CSOs
Myanmar Heart Development Organization,NGOs and CSOs
Estonian Refugee Council,NGOs and CSOs
NGO Ukrainian Cultural Center,NGOs and CSOs
NGO Free Ukraine,NGOs and CSOs
Asociacion Ben por la Infancia,NGOs and CSOs
Brigadas Internacionales de Paz,NGOs and CSOs
Manos Unidas,NGOs and CSOs
FundaciÛn Ojos del Mundo,NGOs and CSOs
Centro de Estudios Rurales y de Agricultura Internacional,NGOs and CSOs
AsociaciÛn de Trabajadores y Tecnicos Sin Fronteras,NGOs and CSOs
AsociaciÛn ONGD Cives Mundi,NGOs and CSOs
Friendship Luxembourg,NGOs and CSOs
Women Now for Development,NGOs and CSOs
Standard Alliance,NGOs and CSOs
Refugee Studies Centre,NGOs and CSOs
ArtemissziÛ Foundation,NGOs and CSOs
Ente Nazionale Giuseppini del Murialdo,NGOs and CSOs
Nova - Centre per la InnovaciÛ Social / NOVACT,NGOs and CSOs
Japan International Volunteer Center,NGOs and CSOs
Japan Campaign for Children of Palestine,NGOs and CSOs
Himalayan Trust Nepal,NGOs and CSOs
Atlasalliansen,NGOs and CSOs
Development Fund,NGOs and CSOs
Triyog Trust NZ,NGOs and CSOs
Dominica Red Cross Society,RCRC
IsraAID,NGOs and CSOs
International Islamic Relief Organization,NGOs and CSOs
The National Institution of Social Care and Vocational Training,NGOs and CSOs
Tajik Aid,NGOs and CSOs
Islamic Charity Society Center,NGOs and CSOs
Bahrain Islamic Association,NGOs and CSOs
Al-Gharaa Charity Organization,NGOs and CSOs
International Commission for Human Development,NGOs and CSOs
Japanese Organization for International Cooperation in Family Planning (JOICFP),NGOs and CSOs
International Campaign to Abolish Nuclear Weapons (ICAN),NGOs and CSOs
EducAid Onlus,NGOs and CSOs
Middle East Childrenís Institute,NGOs and CSOs
Solidar Suisse,NGOs and CSOs
Norwegian Society for Sea Rescue,NGOs and CSOs
Women's Affairs Center,NGOs and CSOs
irshad and islah society lebanon,NGOs and CSOs
World Vision Niger,NGOs and CSOs
TEAR Fund New Zealand,NGOs and CSOs
Communicating with Disaster Affected Communities,NGOs and CSOs
Caritas DÈveloppement Niger,NGOs and CSOs
ONGD - FNEL,NGOs and CSOs
International Maize and Wheat Improvement Center,NGOs and CSOs
Vento di Terra,NGOs and CSOs
LÈger Foundation,NGOs and CSOs
Vision Hope International,NGOs and CSOs
CARE Ecuador,NGOs and CSOs
FundaciÛn Plan,NGOs and CSOs
HumaniTerra International,NGOs and CSOs
Centro Sviluppo Terzo Mondo Onlus,NGOs and CSOs
Associazione Solidariet‡ e lo Sviluppo - Confederazione Italiana Agricoltori,NGOs and CSOs
Centro Internazionale per l'Infanzia e la Famiglia,NGOs and CSOs
Tanganyika Christian Refugee Service,NGOs and CSOs
Smile Again Africa Development Organization,NGOs and CSOs
Community in Need Aid,NGOs and CSOs
Development and Inter-Church Aid Commission,NGOs and CSOs
Habitat for Humanity Fiji,NGOs and CSOs
Alsalam Organization for Rehabilitation and Development,NGOs and CSOs
Cultivating New Frontiers in Agriculture,NGOs and CSOs
Kofi Annan Foundation,NGOs and CSOs
Evangelisches Werk f¸r Diakonie und Entwicklung e.V.,NGOs and CSOs
Fonds díIntervention pour le DÈveloppement,NGOs and CSOs
OVERSEAS-Onlus,NGOs and CSOs
Norwegian Refugee Council/CARDI,NGOs and CSOs
Rural Development Initiative South Sudan,NGOs and CSOs
Associazione Centro Aiuti Volontari Cooperazione Sviluppo Terzo Mondo,NGOs and CSOs
Advocates Coalition for Rights and Development,NGOs and CSOs
Reseau National des droits humains,NGOs and CSOs
J/P Haitian Relief Organization,NGOs and CSOs
Plan Zimbabwe,NGOs and CSOs
Network for Children's Rights,NGOs and CSOs
Engineers Without Borders,NGOs and CSOs
EliseCare,NGOs and CSOs
Barzani Charity Foundation,NGOs and CSOs
The United Iraqi Medical Society for Relief and Development,NGOs and CSOs
Kuwaiti Yemeni Relief,NGOs and CSOs
URBAN REFUGEES,NGOs and CSOs
John Dau Foundation,NGOs and CSOs
Lanka Jatika Sarvodaya Shramadana Sangamaya,NGOs and CSOs
Center for Education and Development,NGOs and CSOs
Nutrition Action Zimbabwe,NGOs and CSOs
Organisation of Rural Associations for Progress,NGOs and CSOs
Fondation Humanitaire Internationale AICM Ukraine,NGOs and CSOs
Hold the Child Organisation,NGOs and CSOs
Community Development Association,NGOs and CSOs
CTM,NGOs and CSOs
United Iraqi Medical Society for Relief & Development,NGOs and CSOs
Federation Handicap International. Direction Aide Humanitaire,NGOs and CSOs
Syria Civil Defence,NGOs and CSOs
Order of Malta Lebanon,NGOs and CSOs
"Ayuda, Intercambio y Desarrollo",NGOs and CSOs
AiBi Associazione Amici dei Bambini,NGOs and CSOs
School of Tomorrow Ltd,NGOs and CSOs
Salute e Sviluppo ONG,NGOs and CSOs
Associazione di Cooperazione allo Sviluppo,NGOs and CSOs
Action Against Hunger,NGOs and CSOs
La Strada International / Open Gate,NGOs and CSOs
Macedonian Young Lawyers Association (MYLA),NGOs and CSOs
NOSTOS - Organisation for Social Integration,NGOs and CSOs
Solidarity Now,NGOs and CSOs
Caritas Hellas - Caritas Greece,NGOs and CSOs
Nun Kultura,NGOs and CSOs
LEGIS,NGOs and CSOs
ARSIS Association for the Social Support of Youth,NGOs and CSOs
Caritas Athens,NGOs and CSOs
International Humanitarian Relief,NGOs and CSOs
Water Missions International,NGOs and CSOs
Syria Relief,NGOs and CSOs
The Coalition Of Humanitarian Relief,NGOs and CSOs
DIOTIMA Centre of research on Women's Issues,NGOs and CSOs
HSA Humanitarian Support Agency,NGOs and CSOs
Team Rubicon,NGOs and CSOs
Libraries without Borders,NGOs and CSOs
Translators without Borders,NGOs and CSOs
Dutch Relief Alliance,NGOs and CSOs
Development and Ability Organization,NGOs and CSOs
World Vision Chad,NGOs and CSOs
Haitian Health Foundation,NGOs and CSOs
Community World Service Asia,NGOs and CSOs
Kuwait Foundation for the Advancement of Science,NGOs and CSOs
Enjaz foundation for development,NGOs and CSOs
World Vision New Zealand,NGOs and CSOs
Rotary International,NGOs and CSOs
Ihsan for Relief and Development,NGOs and CSOs
Alyateem Development Foundation,NGOs and CSOs
Polish Humanitarian Team,NGOs and CSOs
PremiËre Urgence Internationale,NGOs and CSOs
LOVASOA,NGOs and CSOs
International Children's Action Network,NGOs and CSOs
Schˆnst‰tter Marienschwestern,NGOs and CSOs
Ruedi L¸thy Foundation,NGOs and CSOs
Association du Centre de SantÈ de Musongati,NGOs and CSOs
Nyein (Shalom) Foundation,NGOs and CSOs
Pompiers de l'urgence Internationale,NGOs and CSOs
Samusocial International,NGOs and CSOs
Afro-Canadian Evangelical Mission,NGOs and CSOs
Center for Diversity and National Harmony,NGOs and CSOs
Start Point,NGOs and CSOs
Action Mopti,NGOs and CSOs
Initiative for Rural Empowerment,NGOs and CSOs
Habitat for Humanity Ethiopia,NGOs and CSOs
Center for Disaster Preparedness,NGOs and CSOs
Rebuild Iraq Recruitment Program,NGOs and CSOs
CARE Germany-Luxembourg eV,NGOs and CSOs
CARITAS | Caritas Austria,NGOs and CSOs
Padem,NGOs and CSOs
OXFAM | OXFAM GB,NGOs and CSOs
Society for Human Rights and Prisoner's Aid,NGOs and CSOs
Benevolence Coalition For Humanitarian Relief,NGOs and CSOs
Yemeni Development Network for NGOs,NGOs and CSOs
ACF - France | Action Contre la Faim,NGOs and CSOs
Plan Ireland | Plan Niger,NGOs and CSOs
Network Partnership for Development and Justice E. V,NGOs and CSOs
World Vision International | World Vision Ireland,NGOs and CSOs
CHS Alliance,NGOs and CSOs
World Vision Central African Republic,NGOs and CSOs
Plan International | Plan Sweden,NGOs and CSOs
Rural Organization for Advocacy and Development International,NGOs and CSOs
Almanar Voluntary Organization,NGOs and CSOs
Center for Peace and Democracy,NGOs and CSOs
Alianza por la Solidaridad,NGOs and CSOs
Winrock International,NGOs and CSOs
Center for Civilians in Conflict,NGOs and CSOs
Syaj Charity Organization,NGOs and CSOs
Alliance For Action Aid,NGOs and CSOs
Nurture Africa,NGOs and CSOs
Terre des Hommes - Italy | Terre des Hommes International,NGOs and CSOs
Polish Medical Mission,NGOs and CSOs
METAdrasi ñ Action for Migration and Development,NGOs and CSOs
Messagers de la Paix en Afrique,NGOs and CSOs
Syrian American Medical Society Foundation,NGOs and CSOs
Association for Solidarity with Asylum Seekers and Migrants,NGOs and CSOs
International Youth Council - Yemen,NGOs and CSOs
ArmandoAid,NGOs and CSOs
Emergency Response Centre International,NGOs and CSOs
Initiative for Development and Cooperation,NGOs and CSOs
Al Khair Relief Development Foundation,NGOs and CSOs
Nurture Project International,NGOs and CSOs
Wethaq Foundation for Civil Orientation,NGOs and CSOs
Al-Badyah Charitable Foundation,NGOs and CSOs
NGO Atina - Citizens Association for Combating Trafficking in Human Beings and all Forms of Gender-based Violence,NGOs and CSOs
Catholic Caritas Foundation of Nigeria,NGOs and CSOs
Jordan paramedic society,NGOs and CSOs
World Relief Deutschland e.V.,NGOs and CSOs
Association pour la CoopÈration Technique et au DÈveloppement,NGOs and CSOs
Ana Aqra Association,NGOs and CSOs
Himaya Daee Aataa Association,NGOs and CSOs
Lebanese Society for Educational and Social Development,NGOs and CSOs
Social Humanitarian Economical Intervention for Local Development,NGOs and CSOs
Almasheesh Organization for Development and Creative Art,NGOs and CSOs
Indego Africa,NGOs and CSOs
International Emergency and Development Aid,NGOs and CSOs
Arakan Rohingya Union,NGOs and CSOs
Al-Baida Coalition for Relief and Humanitarian Actions,NGOs and CSOs
Building foundation for Development,NGOs and CSOs
Al-Ameen for Humanitarian Support,NGOs and CSOs
"Hand in Hand Appeal, Syria",NGOs and CSOs
Caritas Bangladesh,NGOs and CSOs
Integrated Youth and Relief Development Association,NGOs and CSOs
International Aid Network,NGOs and CSOs
ARCS ARCI Cultura e Sviluppo,NGOs and CSOs
Leb Relief,NGOs and CSOs
Union of Relief and Development Association,NGOs and CSOs
Livelihood Relief and Development Organization,NGOs and CSOs
Bill and Melinda Gates Foundation,NGOs and CSOs
Ronahee Foundation,NGOs and CSOs
Kuwait Patients Helping Fund,NGOs and CSOs
Formal Education Network for Private Schools,NGOs and CSOs
Shabelle Relief and Development Organization - SRDO,NGOs and CSOs
Somali Community Concern,NGOs and CSOs
SWISSO - Kalmo,NGOs and CSOs
Miak Wadang,NGOs and CSOs
AlBasar Foundation,NGOs and CSOs
Africa Development Aid,NGOs and CSOs
CARE Haiti,NGOs and CSOs
Takaful Alsham Charity Organization,NGOs and CSOs
FundaciÛn AcciÛn Contra el Hambre,NGOs and CSOs
LiveWell South Sudan,NGOs and CSOs
NGOs,NGOs and CSOs
MRCA - Medical Refresher Course for Afghan,NGOs and CSOs
Community Action Organization,NGOs and CSOs
ACT Alliance / Diakonie,NGOs and CSOs
AISHA Association for Woman and Child Protection,NGOs and CSOs
UNICEF National Committee/United Kingdom,NGOs and CSOs
MA'AN Development Center,NGOs and CSOs
Mena Organization for Services Advocacy integration and Capacity Building,NGOs and CSOs
Center for Womenís Legal Research and Consulting,NGOs and CSOs
Al-Aman Organization for Blind Women Care,NGOs and CSOs
Violet Organization,NGOs and CSOs
Korean Sharing Movement,NGOs and CSOs
World Vision Korea,NGOs and CSOs
South-North Sharing Campaign for Peace and Reunification,NGOs and CSOs
ACT Alliance / Amity Foundation,NGOs and CSOs
National Agricultural Cooperative Federation,NGOs and CSOs
World Animal Protection,NGOs and CSOs
Intl Humanitarian Org World View,NGOs and CSOs
"Central Asian Free Exchange, USA",NGOs and CSOs
"Joint Development Associates, USA",NGOs and CSOs
Oxfam India,NGOs and CSOs
Project Aparajita - VHAI,NGOs and CSOs
Rotary Club of Shanghai,NGOs and CSOs
Okedongmu Children in Korea,NGOs and CSOs
One Korea Buddhist Movement,NGOs and CSOs
Korea Food for the Hungry International,NGOs and CSOs
National Coalition of NGOs for Inter-Korea Agricultural Development and Cooperation,NGOs and CSOs
Action d'Urgence International,NGOs and CSOs
Medilor,NGOs and CSOs
Islah Foundation For Society Development,NGOs and CSOs
Care and Social Development Organization,NGOs and CSOs
Lighthouse Association,NGOs and CSOs
AGROSPHERE,NGOs and CSOs
Italian Consortium of Solidarity,NGOs and CSOs
Mercy Hands for Humanitarian Aid,NGOs and CSOs
Abundant Life Church,NGOs and CSOs
Association pour la SantÈ Familiale (ASF),NGOs and CSOs
Antenna Technologies Grands Lacs (ATGL),NGOs and CSOs
Caritas DÈveloppement DRC,NGOs and CSOs
"DOCS HEAL AFRICA, Goma",NGOs and CSOs
Initiative Congolaise pour la Gestion autonome des populations,NGOs and CSOs
SOCIETE DE COOPERATION POUR LE DEVELOPPEMENT DE FIZI  (SOCOODEFI),NGOs and CSOs
Hope for the Horn,NGOs and CSOs
Pastoralist Concern Association Ethiopia,NGOs and CSOs
Bureau DiocÈsain de DÈveloppement de Kindu (BDD/KINDU),NGOs and CSOs
Fondation Femmes plus,NGOs and CSOs
CRAFOD,NGOs and CSOs
Green Hope,NGOs and CSOs
Islamic African Relief Agency,NGOs and CSOs
Education Action International,NGOs and CSOs
"Erikshj‰lpen, Sweden",NGOs and CSOs
Firemen without Borders,NGOs and CSOs
